name_en,name_ar,lat,lon,parent_name_local
Mazraat al-Gabal al-Asfar,مزرعة الجبل الأصفر,30.252,31.41,مركز الخانكة
Mazghouna,مزغونة,29.739,31.256,مركز البدرشين
Mazoura,مزورة,28.907,30.803,مركز سمسطا
Massara,مسارة,27.497,30.856,مركز ديروط
Masaken al-Amiriya al-Shamaliya,مساكن الاميريه الشماليه,30.104,31.292,قسم الزيتون
Masaken al-Amiriya al-Ganoubiya,مساكن الأميرية الجنوبية,30.096,31.284,قسم حدائقالقبة
Masaken al-Tebbin al-Shaabiya,مساكن التبين الشعبية,29.787,31.306,قسم التبين
Masaken al-Mohandessin,مساكن المهندسين,30.077,31.351,قسم أول مدينة نصر
Masaken Daraw,مساكن دراو,24.326,33.001,مركز دراو
Masged al-Khadr,مسجد الخضر,30.444,31.124,مركز الباجور
Masged Moussa,مسجدموسي,29.352,31.278,مركز أطفيح
Masged Wasif,مسجدوصيف,30.647,31.262,مركز زفتى
Masraa,مسرع,27.223,31.032,مركز أسيوط
Mostorod,مسطرد,30.136,31.296,قسم ثان شبرا الخيمة
Moshala,مسهلة,30.725,31.135,مركز السنطة
Mashal,مش ال,30.949,30.853,مركز بسيون
Moshtohor,مشتهر,30.365,31.236,مركز طوخ
Mashtoul al-Qadi,مشتول القاضي,30.622,31.511,مركز الزقازيق
Mashta,مشطا,26.865,31.473,مركز طما
Mashla,مشله,30.758,30.805,مركز كفر الزيات
Mashmas,مشمس,25.84,29.15,مركز الوحات الداخلة
Mashmas al-Basal,مشمس البصل,31.193,29.892,قسم اللبان
Moshiref,مشيرف,30.418,31.124,مركز الباجور
Mostay,مصطاي,30.625,31.153,مركز قويسنا
Mostafa Hamza,مصطفى حمزة,31.254,32.295,قسم الشرق
Mostafa Kamel,مصطفى كامل,31.145,30.871,مركز كفر الشيخ
Mostafa Kamel,مصطفى كامل,30.606,30.753,مركز بدر
Mostafa Mostafa al-Agroudi,مصطفي مصطفي الاجرودي,30.953,31.156,قسم ثان المحلة الكبرى
Mostafa Kamel wa Bolokli,مصطفيكاملوبولوكلي,31.227,29.947,قسم سيدى جابر
Masmas,مصمص,24.525,33.014,مركز نصر
Matar Aswan,مطار أسوان,23.931,32.776,مركز أسوان
Matar al-Qahira,مطار القاهرة,30.115,31.351,قسم النزهة
Matar Imbaba,مطار أمبابة,30.075,31.193,قسم امبابه
Matar Taris,مطرطارس,29.365,30.907,مركز سنورس
Matoul,مطول,29.274,30.762,مركز أطسا
Maadi al-Khabiri al-Sharqiya,معادي الخبيري الشرقية,29.955,31.259,قسم المعادي
Maadi al-Khabiri al-Gharbiya,معادي الخبيري الغربية,29.973,31.249,قسم المعادي
Maadi al-Khabiri al-Wusta,معادي الخبيري الوسطي,29.964,31.251,قسم المعادي
Maadi al-Sarayat al-Sharqiya,معادي السرايات الشرقية,29.963,31.364,قسم المعادي
Maadi al-Sarayat al-Gharbiya,معادي السرايات الغربية,29.957,31.262,قسم المعادي
Maagoun,معجون,29.213,30.74,مركز أطسا
Maadeyet Mahdi wal-Argan,معديةمهدي والعرجان,31.361,30.492,مركز مطوبس
Maarouf,معروف,30.051,31.239,قسم قصر النيل
Ma'saret Abu Seer,معصرةأبوصير,29.27,31.095,مركز الواسطى
Ma'saret Haggag,معصرةحجاج,28.474,30.682,مركز بنى مزار
Ma'saret Sawy,معصرةصاوي,29.423,30.912,مركز طامية
Ma'saret Arafa,معصرةعرفة,29.268,30.801,مركز أطسا
Ma'saret Naasan,معصرةنعسان,29.166,30.964,مركز أهناسيا
Maamal al-Zogag,معمل الزجاج,31.109,30.203,مركز كفر الدوار
Maaniya,معنيا,30.852,30.657,مركز إيتاى البارود
Moawwad,معوض,30.594,31.522,قسم اول الزقازيق
Maghanin,مغنين,30.681,30.792,مركز كوم حمادة
Mafouz Teiba,مفوزطيبة,28.672,30.702,مركز العدوة
Moqbel,مقبل,29.083,31.101,قسم بنى سويف
Makkah,مكة,30.59,32.269,قسم أول الاسماعيلية
Maktab,مكتب,28.935,33.368,قسم أبو رديس
Malas,ملاس,30.543,31.337,مركز منيا القمح
Malatiya,ملاطية,28.706,30.849,مركز مغاغة
Melig,مليج,30.599,31.032,مركز شبين الكوم
Maliha,مليحة,30.753,30.738,مركز كوم حمادة
Maliha,مليحة,24.479,32.897,مركز كوم امبو
Manahrit,مناحريت,30.785,31.542,مركز ديرب نجم
Manashi al-Khatib,مناشي الخطيب,29.302,30.736,مركز الفيوم
Manawhela,مناوهلة,30.466,31.055,مركز الباجور
Manbal,منب ال,28.403,30.679,مركز مطاى
Montazah Saad,منتزةسعد,31.269,32.298,قسم العرب
Mantout,منتوت,27.93,30.745,مركز ابو قرقاص
Mangam Abu Tandab? Qibli wa Bahari?,منجمأبوتندب?قبليوبحري?,25.679,33.945,قسم القصير
Mangam al-Beida,منجم البيضا,26.327,33.565,قسم القصير
Mangam al-Adwa,منجم العدوة,26.315,34.0,قسم القصير
Mangam al-Atshana,منجم العطشانة,26.126,34.056,قسم القصير
Mangam al-Oweina,منجم العوينة,26.479,33.691,قسم القصير
Mangam al-Fawakhir,منجم الفواخير,26.19,33.58,قسم القصير
Mangam al-Qaraa,منجم القرع,26.271,33.787,قسم القصير
Mangam al-Qasdir,منجم القصدير,26.139,34.213,قسم القصير
Mangam al-Nakheel,منجم النخيل,26.436,33.434,قسم سفاجا
Mangam Umm Sambouki,منجمأمسمبوكي,25.665,34.222,قسم القصير
Mangam Umm Ghaig,منجمأمغيج,25.872,34.366,قسم القصير
Mangam Hamata,منجمحماطة,24.37,34.793,قسم مرسى علم
Mangam Dorheib,منجمدرهيب,25.655,34.527,قسم القصير
Mandisha,منديشة,28.446,28.858,قسم الواحاتالبحرية
Manzel Hiyan,منزلحيان,30.682,31.543,مركز ههيا
Manzel Maymoun,منزلميمون,30.74,31.744,مركز أبوكبير
Manzel Naeem,منزلنعيم,30.66,31.76,مركز فاقوس
Mansafis,منسفيس,28.008,30.801,مركز ابو قرقاص
Manshaat Adham,منشأة ادهم,30.841,31.515,مركز السنبلاوين
Manshaat al-Amir,منشأة الأمير,30.906,31.782,مركز أولاد صقر
Manshaat al-Awqaf,منشأة الأوقاف,31.108,30.128,قسم كفرالدوار
Manshaat al-Sadat,منشأة السادات,28.841,30.857,مركز الفشن
Manshaat al-Salam,منشأة السلام,30.433,31.46,مركز بلبيس
Manshaat al-Shuhadaa,منشأة الشهداء,30.614,32.25,قسم ثان الاسماعيلية
Manshaat al-Safa,منشأة الصفا,31.149,30.998,مركز كفر الشيخ
Manshaat Amin Ismail,منشأة أمين إسماعيل,30.817,30.8,مركز كوم حمادة
Manshaat Bakhaty,منشأة بخاتى,30.573,30.952,مركز شبين الكوم
Manshaat Boulin,منشأة بولين,31.184,30.137,مركز كفر الدوار
Manshaat Reda,منشأة رضا,30.869,31.563,مركز السنبلاوين
Manshaat Aliyan,منشأة عليان,30.016,31.195,قسم بولاق الدكرور
Manshaat Awda Salem,منشأة عودة سالم,30.783,31.42,مركز ديرب نجم
Manshaat Nazif,منشأة نظيف,31.012,31.226,مركز سمنود
Manshaat Hamour,منشأةحمور,31.115,30.401,مركز دمنهور
Manshaat Mostafa Khalil,منشأةمصطفيخليل,30.799,31.929,مركز الحسينية
Manshaat Abu al-Akhdar,منشأة أبو الأخضر,30.595,31.6,مركز الزقازيق
Manshaat Abu al-Abbas,منشأةأب والعباس,29.521,31.245,مركز العياط
Manshaat Abu Hanna,منشأةأبوحنا,31.007,30.66,مركز شبراخيت
Manshaat Abu Dukhan,منشأةأبودخان,28.962,30.934,مركز ببا
Manshaat Abu Diyab,منشأةأبودياب,30.415,31.286,مركز بنها
Manshaat Abu Dhikra,منشأةأبوذكري,30.514,31.164,مركز قويسنا
Manshaat Abu Riya,منشأةأبورية,30.673,30.762,مركز كوم حمادة
Manshaat Abu Seer,منشأة ابو صير,29.243,31.133,مركز الواسطى
Manshaat Abu Abdallah,منشأة أبو عبدالله,30.689,31.125,مركز السنطة
Manshaat Abu Aziz,منشأةأبوعزيز,28.457,30.829,مركز بنى مزار
Manshaat Abu Ali,منشأة أبو علي,31.278,30.804,مركز سيدى سالم
Manshaat Abu Omar,منشأة أبو عمر,30.905,32.032,مركز الحسينية
Manshaat Abu Malih,منشأةأبومليح,28.98,30.907,مركز سمسطا
Manshaat Abu Wafiya,منشأةأبووافية,30.822,30.598,مركز الدلنجات
Manshaat Arimoun,منشأةأريمون,31.153,30.496,مركز المحمودية
Manshaat al-Ikhwa,منشأة الأخوة,30.928,31.376,مركز أجا
Manshaat al-Azhari,منشأة الأزهري,28.69,30.772,مركز العدوة
Manshaat al-Omaraa,منشأة الأمراء,29.115,30.934,مركز أهناسيا
Manshaat al-Amir,منشأة الأمير,29.172,30.604,مركز أطسا
Manshaat al-Badari,منشأة البداري,27.038,31.407,مركز البدارى
Manshaat al-Badawi,منشأة البدوي,31.061,31.31,مركز طلخا
Manshaat al-Badini,منشأة البديني,29.101,30.942,مركز أهناسيا
Manshaat al-Bakkari,منشأة البكاري,30.013,31.153,قسم الأهرام
Manshaat al-Tahrir,منشأة التحرير,30.705,31.523,مركز الأبراهيمية
Manshaat al-Gamal,منشأة الجم ال,31.192,31.673,مركز منية النصر
Manshaat al-Guneidi,منشأة الجنيدي,30.877,30.917,مركز طنطا
Manshaat al-Gourbagy_al-Shourbagy,منشأة الجوربجي_ الشوربجي,30.772,30.715,مركز كوم حمادة
Manshaat al-Hagg,منشأة الحاج,29.064,30.905,مركز أهناسيا
Manshaat al-Habashi,منشأة الحبشي,31.018,30.465,مركز دمنهور
Manshaat al-Hawasliya,منشأة الحواصلية,28.023,30.803,مركز المنيا
Manshaat al-Khazan,منشأة الخزان,31.068,30.565,مركز دمنهور
Manshaat al-Doctor al-Gamal,منشأة الدكتور الجم ال,29.501,31.046,مركز طامية
Manshaat al-Dokm,منشأة الدكم,29.398,30.74,مركز سنورس
Manshaat al-Dahab al-Bahariya,منشأة الدهب البحرية,28.031,30.681,مركز المنيا
Manshaat al-Dahab al-Qibliya,منشأة الدهب القبلية,27.999,30.686,مركز المنيا
Manshaat al-Rafei,منشاة الرافعي,30.655,31.03,مركز بركة السبع
Manshaat al-Sadat,منشأة السادات,30.929,31.785,مركز أولاد صقر
Manshaat al-Sadat,منشأة السادات,30.556,30.823,مركز الشهداء
Manshaat al-Sadat,منشأة السادات,29.458,30.813,مركز سنورس
Manshaat al-Sawi,منشأة الساوي,28.711,30.789,مركز العدوة
Manshaat al-Salam,منشأة السلام,31.12,31.491,مركز محلة دمنة
Manshaat al-Salam,منشأة السلام,30.725,30.819,مركز تلا
Manshaat al-Shazly,منشأة الشاذلي,31.063,30.785,مركز قلين
Manshaat al-Sherka,منشأة الشركة,29.188,31.185,مركز ناصر
Manshaat al-Sharikein,منشأة الشريكين,30.558,30.961,مركز شبين الكوم
Manshaat al-Shaheed Abd al-Moneim Riyad,منشأة الشهيدعبد المنعمرياض,30.555,31.105,مركز قويسنا
Manshaat al-Sheikh Fadl,منشأة الشيخفضل,28.465,30.858,مركز بنى مزار
Manshaat al-Seirafi,منشأة الصيرفي,30.858,30.677,مركز إيتاى البارود
Manshaat al-Abbasa,منشأة العباسة,30.506,31.703,مركز أبو حماد
Manshaat al-Ashiri,منشأة العشيري,29.31,30.75,مركز الفيوم
Manshaat al-Attarin,منشأة العطارين,30.69,31.442,مركز ديرب نجم
Manshaat al-Oqqal,منشأة العق ال,27.006,31.431,مركز البدارى
Manshaat al-Ammari,منشأة العماري,25.691,32.691,قسم الأقصر
Manshaat al-Ayyari,منشأة العياري,30.92,30.932,مركز قطور
Manshaat al-Fayoum,منشأة الفيوم,29.289,30.839,مركز الفيوم
Manshaat al-Qaysi,منشأة القيسي,28.488,30.771,مركز بنى مزار
Manshaat al-Karam,منشأة الكرام,30.329,31.358,مركز شبين القناطر
Manshaat al-Kurdi,منشأة الكردي,30.77,30.828,مركز كفر الزيات
Manshaat al-Masri,منشأة المصري,31.239,30.895,مركز سيدى سالم
Manshaat al-Matran,منشأة المطران,30.993,30.5,مركز دمنهور
Manshaat al-Maalouh,منشأة المع الوه,30.926,31.654,مركز تمى الأمديد
Manshaat al-Ma'sara,منشأة المعصرة,27.183,31.228,مركز الفتح
Manshaat al-Mughalaqa,منشأة المغ القة,27.76,30.79,مركز ملوى
Manshaat al-Manasterli,منشأة المناسترلي,30.657,31.689,مركز أبوكبير
Manshaat al-Nasr,منشأة النصر,30.841,30.755,مركز إيتاى البارود
Manshaat al-Helbawi,منشأة الهلباوي,31.037,30.136,مركز كفر الدوار
Manshaat al-Wakil,منشأة الوكيل,31.008,30.276,مركز ابوحمص
Manshaat al-Ya'qoubiya,منشأة اليعقوبية,30.966,30.854,مركز بسيون
Manshaat al-Yousfi,منشأة اليوسفي,28.549,30.68,مركز بنى مزار
Manshaat Umm Khanan,منشأةأمخنان,30.501,31.082,مركز قويسنا
Manshaat Badini,منشأةبديني,28.276,30.672,مركز سمالوط
Manshaat Bardis,منشأةبرديس,26.285,31.944,مركز البلينا
Manshaat Basandila,منشأةبسنديلة,31.234,31.48,مركز بلقاس
Manshaat Basyoun,منشأة بسيون,30.965,30.828,مركز بسيون
Manshaat Basyouni,منشأةبسيوني,31.195,30.185,مركز كفر الدوار
Manshaat Bishara,منشأةبشارة,30.821,30.606,مركز الدلنجات
Manshaat Battah,منشأةبطاح,31.143,30.736,مركز دسوق
Manshaat Baghdadi,منشأةبغدادي,29.273,30.818,مركز الفيوم
Manshaat Bakir,منشأةبكير,28.497,30.75,مركز بنى مزار
Manshaat Balbaa,منشأةبلبع,31.207,30.153,مركز كفر الدوار
Manshaat Ibn al-Aasi,منشأةبن العاصي,30.812,31.591,مركز كفر صقر
Manshaat Banha,منشأة بنها,30.475,31.219,مركز بنها
Manshaat Bani Othman,منشأةبنيعثمان,29.479,30.878,مركز سنورس
Manshaat Tharwat,منشأةثروت,30.86,30.177,مركز ابوالمطامير
Manshaat Gereis,منشأةجريس,30.351,30.91,مركز أشمون
Manshaat Galal,منشأةجل ال,28.454,30.702,مركز بنى مزار
Manshaat Gianaclis,منشأةجناكليس,30.857,30.104,مركز ابوالمطامير
Manshaat Hatem,منشأةحاتم,30.679,31.247,مركز زفتى
Manshaat Hassan,منشأة حسن,30.684,31.261,مركز زفتى
Manshaat Halfa,منشأةحلفة,29.256,30.763,مركز أطسا
Manshaat Halfa,منشأةحلفه,28.696,30.685,مركز العدوة
Manshaat Heidareken,منشأةحيدريكن,29.076,31.057,مركز بنى سويف
Manshaat Khuzam al-Gharbiya,منشأة خزام الغربية,27.668,30.837,مركز دير مواس
Manshaat Khashaba,منشأةخشبة,27.342,30.807,مركز القوصية
Manshaat Khayyat,منشأةخياط,30.981,30.292,مركز حوش عيسى
Manshaat Da'bas,منشأةدعبس,27.918,30.824,مركز ابو قرقاص
Manshaat Damlou,منشأةدملو,30.518,31.179,مركز قويسنا
Manshaat Damou,منشأةدمو,29.322,30.929,مركز الفيوم
Manshaat Demeisna,منشأةدميسنا,31.105,30.384,مركز ابوحمص
Manshaat Dahshour,منشأةدهشور,29.789,31.238,مركز البدرشين
Manshaat Radi,منشأة راضي,30.793,30.658,مركز كوم حمادة
Manshaat Ragheb,منشأةراغب,30.942,30.486,مركز دمنهور
Manshaat Ragheb al-Tahawi,منشأةراغب الطحاوي,30.8,31.917,مركز الحسينية
Manshaat Rabie,منشأةربيع,29.238,30.852,مركز أطسا
Manshaat Rahmi,منشأةرحمي,29.276,30.778,مركز أطسا
Manshaat Razafa,منشأةرزافة,30.968,30.63,مركز شبراخيت
Manshaat Radwan,منشأةرضوان,30.769,31.705,مركز أبوكبير
Manshaat Ramzy,منشأةرمزي,29.208,30.827,مركز أطسا
