shi_en,shi_ar,shi_lat,shi_lon,dis_en,dis_ar,slug,dis_lat,dis_lon,gov_en,gov_ar
Mit Haway,ميتحواي,30.803,31.116,Santa,مركز السنطة,santa-eg1604,30.773,31.119,Gharbia,الغربية
Mit Khodeir,ميتخضير,31.157,31.895,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Mit Khalaf,ميتخلف,30.547,31.053,Shibin al-Kum,مركز شبين الكوم,shibin-al-kum-eg1702,30.561,30.954,Menoufia,المنوفية
Mit Khamis wa Kafr El-Mogi,ميتخميسوكفر الموجي,31.044,31.362,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Kheiroun,ميتخيرون,31.017,31.447,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Damsis wa Kafr Abu Garg,ميتدمسيسوكفرأبوجرج,30.828,31.237,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Mit Rady,ميت راضي,30.505,31.222,Banha,مركز بنها,banha-eg1402,30.443,31.248,Kalyoubia,القليوبية
Mit Rabia,ميتربيعة,30.464,30.996,Minuf,مركز منوف,minuf-eg1709,30.46,30.881,Menoufia,المنوفية
Mit Rabia El-Beida,ميتربيعة البيضاء,30.455,31.538,Bilbis,مركز بلبيس,bilbis-eg1308,30.408,31.531,Sharkia,الشرقية
Mit Rabia El-Dalala,ميتربيعة الدلله,30.54,31.441,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,Sharkia,الشرقية
Mit Radein,ميتردين,30.572,31.622,Abu Hammad,مركز أبو حماد,abu-hammad-eg1304,30.543,31.649,Sharkia,الشرقية
Mit Rakab,ميتركاب,30.547,31.56,Zaqaziq,مركز الزقازيق,zaqaziq-eg1303,30.587,31.581,Sharkia,الشرقية
Mit Raheena,ميترهينة,29.852,31.249,Badrashain,مركز البدرشين,badrashain-eg2110,29.824,31.258,Giza,الجيزة
Mit Zafer,ميتزافر,30.647,31.495,Zaqaziq,مركز الزقازيق,zaqaziq-eg1303,30.587,31.581,Sharkia,الشرقية
Mit Zanqar,ميتزنقر,31.166,31.404,Talkha,مركز طلخا,talkha-eg1211,31.109,31.383,Dakahlia,الدقهلية
Mit Serag,ميتسراج,30.528,31.081,Quwisna,مركز قويسنا,quwisna-eg1708,30.56,31.163,Menoufia,المنوفية
Mit Saadan,ميت سعدان,31.085,31.633,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Mit Soheil,ميتسهيل,30.43,31.409,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,Sharkia,الشرقية
Mit Sharaf,ميت شرف,31.079,31.624,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Mit Sherif,ميتشريف,31.171,31.869,Manzala,مركز المنزلة,manzala-eg1207,31.153,31.958,Dakahlia,الدقهلية
Mit Sherif,ميتشريف,30.977,30.844,Basyun,مركز بسيون,basyun-eg1608,30.959,30.827,Gharbia,الغربية
Mit Shamas,ميتشماس,29.935,31.255,Giza,مركز الجيزة,giza-eg2109,29.943,31.213,Giza,الجيزة
Mit Dhafer,ميتضافر,31.078,31.556,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Mit Aasem,ميتعاصم,31.123,31.708,Minya Al-Nasr,مركز منية النصر,minya-al-nasr-eg1214,31.154,31.707,Dakahlia,الدقهلية
Mit Aasem,ميتعاصم,30.433,31.19,Banha,مركز بنها,banha-eg1402,30.443,31.248,Kalyoubia,القليوبية
Mit Afiya,ميتعافية,30.604,31.058,Shibin al-Kum,مركز شبين الكوم,shibin-al-kum-eg1702,30.561,30.954,Menoufia,المنوفية
Mit Adlan,ميتعدلان,31.017,31.61,Bany Abeed,مركز بنى عبيد,bany-abeed-eg1218,31.024,31.648,Dakahlia,الدقهلية
Mit Azzoun,ميتعزون,31.029,31.517,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Afif,ميتعفيف,30.39,31.099,Al-Bagur,مركز الباجور,al-bagur-eg1704,30.413,31.032,Menoufia,المنوفية
Mit Aqaba,ميتعقبة,30.059,31.195,Al-Aguza,قسم العجوزة,al-aguza-eg2102,30.059,31.204,Giza,الجيزة
Mit Ali,ميت علي,30.999,31.487,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Antar,ميتعنتر,31.086,31.405,Talkha,مركز طلخا,talkha-eg1211,31.109,31.383,Dakahlia,الدقهلية
Mit Awam,ميتعوام,31.016,31.491,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Eiyad,ميت عياد,31.077,31.26,Nebro,مركز نبروة,nebro-eg1221,31.129,31.297,Dakahlia,الدقهلية
Mit Ghorab,ميت غراب,30.895,31.407,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Mit Ghareeta,ميتغريطة,30.933,31.493,Sinbillawin,مركز السنبلاوين,sinbillawin-eg1205,30.883,31.513,Dakahlia,الدقهلية
Mit Ghazal,ميتغز ال,30.729,31.048,Santa,مركز السنطة,santa-eg1604,30.773,31.119,Gharbia,الغربية
Mit Fares,ميت فارس,30.635,31.033,Birkat Al-Sab,مركز بركة السبع,birkat-al-sab-eg1706,30.651,31.108,Menoufia,المنوفية
Mit Fadala,ميتفض الة,30.868,31.327,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Mit Qadous,ميتقادوس,29.922,31.215,Giza,مركز الجيزة,giza-eg2109,29.943,31.213,Giza,الجيزة
Mit Kardak,ميتكردك,30.071,31.211,Imbaba,قسم امبابه,imbaba-eg2101,30.083,31.21,Giza,الجيزة
Mit Kinana wa Kafr Shoman,ميتكنانةوكفرشومان,30.382,31.26,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Mit Lowza,ميتلوزة,30.983,31.561,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Mohsen,ميتمحسن,30.748,31.282,Mit Ghamr,مركز ميت غمر,mit-ghamr-eg1213,30.708,31.338,Dakahlia,الدقهلية
Mit Mahmoud,ميتمحمود,31.017,31.591,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Marg Salseil,ميتمرجاسلسيل,31.217,31.828,Gamaliyya,مركز الجمالية,gamaliyya-eg1215,31.205,31.852,Dakahlia,الدقهلية
Mit Mazah,ميتمزاح,31.084,31.443,El Mansora,مركز المنصورة,el-mansora-eg1203,31.053,31.467,Dakahlia,الدقهلية
Mit Masoud,ميت مسعود,30.843,31.3,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Mit Masoud,ميت مسعود,30.525,31.051,Shibin al-Kum,مركز شبين الكوم,shibin-al-kum-eg1702,30.561,30.954,Menoufia,المنوفية
Mit Maaned,ميتمعاند,30.854,31.298,Aga,مركز أجا,aga-eg1204,30.895,31.313,Dakahlia,الدقهلية
Mit Maala,ميتمعلا,30.392,31.407,Bilbis,مركز بلبيس,bilbis-eg1308,30.408,31.531,Sharkia,الشرقية
Mit Mousa,ميتموسي,30.622,31.015,Shibin al-Kum,مركز شبين الكوم,shibin-al-kum-eg1702,30.561,30.954,Menoufia,المنوفية
Mit Meimoun,ميتميمون,30.79,31.146,Santa,مركز السنطة,santa-eg1604,30.773,31.119,Gharbia,الغربية
Mit Nabt,ميتنابت,31.03,31.326,Talkha,مركز طلخا,talkha-eg1211,31.109,31.383,Dakahlia,الدقهلية
Mit Nagi,ميتناجي,30.674,31.292,Mit Ghamr,مركز ميت غمر,mit-ghamr-eg1213,30.708,31.338,Dakahlia,الدقهلية
Mit Nama,ميتنما,30.142,31.234,Qalyub,مركز قليوب,qalyub-eg1410,30.207,31.214,Kalyoubia,القليوبية
Mit Yazeed,ميتيزيد,30.51,31.338,Minya al-Qamh,مركز منيا القمح,minya-al-qamh-eg1314,30.507,31.369,Sharkia,الشرقية
Mit Yazeed,ميتيزيد,30.862,31.134,Santa,مركز السنطة,santa-eg1604,30.773,31.119,Gharbia,الغربية
Mit Yazeed,ميتيزيد,30.812,30.717,Kum Hamada,مركز كوم حمادة,kum-hamada-eg1813,30.654,30.774,Behera,البحيرة
Mit Yaeesh wa Kofourha,ميتيعيشوكفورها,30.615,31.339,Mit Ghamr,مركز ميت غمر,mit-ghamr-eg1213,30.708,31.338,Dakahlia,الدقهلية
Meidan El-Saa,ميدان الساعة,30.786,31.011,Tanta 1,قسم أول طنطا,tanta-1-eg1601,30.795,31.014,Gharbia,الغربية
Meidum,ميدوم,29.355,31.177,Al Wasta,مركز الواسطى,al-wasta-eg2205,29.324,31.17,Beni Suef,بنى سويف
Meir,مير,27.436,30.758,Al-Qusia,مركز القوصية,al-qusia-eg2509,27.403,30.826,Assiut,أسيوط
Min - Hogmin,مين - هوجمين,29.438,31.063,Tamya,مركز طامية,tamya-eg2306,29.467,30.982,Fayoum,الفيوم
Mina Damietta El-Gadeed,ميناء دمياط الجديد,31.466,31.778,Police Department Port of Damietta,إداره شرطه ميناء دمياط الجديد,police-department-port-of-damietta-eg1108,31.466,31.778,Damietta,دمياط
Nader,نادر,30.536,30.859,Al-Shuhada,مركز الشهداء,al-shuhada-eg1705,30.601,30.87,Menoufia,المنوفية
Nadi El-Sekka El-Hadeed,نادي السكة الحديد,30.04,31.317,Madinat Nasr-2,قسم ثانمدينةنصر,madinat-nasr-2-eg0127,30.048,31.309,Cairo,القاهرة
Nasser,ناصر,31.075,31.64,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Nasser,ناصر,30.966,31.166,El Mahalla El Kobra 1,قسم أول المحلة الكبرى,el-mahalla-el-kobra-1-eg1605,30.972,31.172,Gharbia,الغربية
Nasser,ناصر,26.533,31.706,Suhag-2,قسم ثان سوهاج,suhag-2-eg2602,26.543,31.703,Suhag,سوهاج
Nasser El-Thawra,ناصر الثورة,25.337,30.344,Al-Kharga Oasis,مركز الواحات الخارجة,al-kharga-oasis-eg3201,24.964,31.013,New Valley,الوادى الجديد
Natoura,ناطورة,30.805,31.664,Kafr Saqr,مركز كفر صقر,kafr-saqr-eg1313,30.837,31.675,Sharkia,الشرقية
Namoul,نامول,30.309,31.233,Tukh,مركز طوخ,tukh-eg1408,30.344,31.19,Kalyoubia,القليوبية
Nahya,ناهيا,30.053,31.139,Kardasa,مركز كرداسة,kardasa-eg2120,30.051,31.134,Giza,الجيزة
Nay,ناي,30.204,31.254,Qalyub,مركز قليوب,qalyub-eg1410,30.207,31.214,Kalyoubia,القليوبية
Nabteit,نبتيت,30.383,31.362,Mashtul Al-Suq,مركز مشتول السوق,mashtul-al-suq-eg1316,30.361,31.383,Sharkia,الشرقية
Nabil El-Waqqad,نبيل الوقاد,30.499,30.671,Badr,مركز بدر,badr-eg1818,30.547,30.679,Behera,البحيرة
Natma,نتما,30.755,30.773,Kum Hamada,مركز كوم حمادة,kum-hamada-eg1813,30.654,30.774,Behera,البحيرة
Nagrig,نجريج,30.98,30.87,Basyun,مركز بسيون,basyun-eg1608,30.959,30.827,Gharbia,الغربية
Nag' El-Sheikh Ahmed Nour El-Din,نجع الشيخ احمد نورالدين,26.055,32.296,Nag Hammadi,مركز نجع حمادى,nag-hammadi-eg2708,26.085,32.297,Qena,قنا
Nag' El-Hag Salam,نجع الحاجسلام,26.053,32.114,Farshut,مركز فرشوط,farshut-eg2710,26.056,32.149,Qena,قنا
Nag' El-Sheikh Ali,نجع الشيخ علي,26.136,32.386,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,Qena,قنا
Nag' El-Eisawiya,نجع العيساوية,27.232,31.059,Assuit,مركز أسيوط,assuit-eg2503,27.117,31.232,Assiut,أسيوط
Nag' El-Ghabashi,نجع الغباشي,26.328,31.841,Girga,مركز جرجا,girga-eg2610,26.307,31.867,Suhag,سوهاج
Nag' El-Naggar,نجع النجار,26.585,31.649,Suhag,مركز سوهاج,suhag-eg2603,26.547,31.655,Suhag,سوهاج
Nag' Bardis,نجعبرديس,26.297,31.97,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Nag' Tamam,نجعتمام,26.611,31.618,Suhag,مركز سوهاج,suhag-eg2603,26.547,31.655,Suhag,سوهاج
Nag' Geziret Faw,نجعجزيرةفاو,26.909,31.488,Al- Badari,مركز البدارى,al-badari-eg2506,26.946,31.456,Assiut,أسيوط
Nag' Hamad,نجعحمد,26.818,31.471,Tahta,مركز طهطا,tahta-eg2614,26.785,31.42,Suhag,سوهاج
Nag' Khodeir,نجعخضير,27.477,30.731,Dayrut,مركز ديروط,dayrut-eg2510,27.537,30.782,Assiut,أسيوط
Nag' Zoreiq,نجعزريق,26.981,31.437,Al- Badari,مركز البدارى,al-badari-eg2506,26.946,31.456,Assiut,أسيوط
Nag' Sabaa,نجعسبع,27.252,31.063,Assuit,مركز أسيوط,assuit-eg2503,27.117,31.232,Assiut,أسيوط
Nag' Saeed,نجعسعيد,26.132,32.37,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,Qena,قنا
Nag' Taye',نجعطايع,26.659,31.622,Al-Maragha,مركز المراغة,al-maragha-eg2606,26.669,31.588,Suhag,سوهاج
Nag' Abd El-Rasoul Abu Hasouba,نجععبد الرسولأبوحسوبة,27.26,31.083,Assuit,مركز أسيوط,assuit-eg2503,27.117,31.232,Assiut,أسيوط
Nag' Azzouz,نجععزوز,26.127,32.357,Dishna,مركز دشنا,dishna-eg2706,26.142,32.444,Qena,قنا
Nag' Mazen Gharb,نجعمازنغرب,26.244,31.924,Al-Balyana,مركز البلينا,al-balyana-eg2605,26.241,31.944,Suhag,سوهاج
Nag' Markab,نجعمركب,27.694,30.789,Markz Mallawi,مركز ملوى,markz-mallawi-eg2412,27.775,30.801,Menia,المنيا
Nogou' El-Sawamaa Gharb,نجوع الصوامعة غرب,26.758,31.535,Tahta,مركز طهطا,tahta-eg2614,26.785,31.42,Suhag,سوهاج
Nogou' El-Rayayna,نجوع الرياينة,26.701,31.672,Saqulta,مركز ساقلته,saqulta-eg2612,26.692,31.663,Suhag,سوهاج
Nogou' El-Sadadra,نجوع السدادرة,26.923,31.385,Sidfa,مركز صدفا,sidfa-eg2511,26.943,31.38,Assiut,أسيوط
Nogou' El-Shatb,نجوع الشطب,24.459,32.931,Daraw,مركز دراو,daraw-eg2806,24.326,33.001,Aswan,أسوان
Nogou' El-Sawamaa Sharq,نجوع الصوامعة شرق,26.649,31.733,Akhmim,مركز أخميم,akhmim-eg2604,26.551,31.715,Suhag,سوهاج
Nogou' El-Arab,نجوع العرب,29.636,31.329,Saf,مركز الصف,saf-eg2111,29.62,31.305,Giza,الجيزة
Nogou' El-Maadi,نجوع المعادي,26.893,31.491,Al- Badari,مركز البدارى,al-badari-eg2506,26.946,31.456,Assiut,أسيوط
Nogou' Beni Hussein,نجوعبنيحسين,27.245,31.051,Assuit,مركز أسيوط,assuit-eg2503,27.117,31.232,Assiut,أسيوط
Nogou' Beni Wasel,نجوعبنيواصل,26.686,31.684,Saqulta,مركز ساقلته,saqulta-eg2612,26.692,31.663,Suhag,سوهاج
Nogou' Mazen Sharq,نجوعمازنشرق,26.304,32.024,Dar al-Salam,مركز دار السلام,dar-al-salam-eg2608,26.274,32.043,Suhag,سوهاج
Nogoum,نجوم,30.773,31.565,Kafr Saqr,مركز كفر صقر,kafr-saqr-eg1313,30.837,31.675,Sharkia,الشرقية
Nageer wa Mit Sheddad,نجيروميتشداد,31.143,31.565,Dikirnis,مركز دكرنس,dikirnis-eg1209,31.093,31.78,Dakahlia,الدقهلية
Nageela,نجيلة,30.991,32.823,Rummana,قسم رمانة,rummana-eg3410,30.957,32.699,North Sinai,شمال سيناء
Nahw Abandar,نحوعبندار,26.347,31.817,Girga,مركز جرجا,girga-eg2610,26.307,31.867,Suhag,سوهاج
Nadeeba,نديبة,30.98,30.397,Damanhur,مركز دمنهور,damanhur-eg1802,31.032,30.527,Behera,البحيرة
Nazaly Ganoub,نز اليجانوب,27.42,30.854,Al-Qusia,مركز القوصية,al-qusia-eg2509,27.403,30.826,Assiut,أسيوط
Nazaly Taha,نز اليطحا,28.216,30.697,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Nazza,نزة,26.707,31.485,Guhayna Al-Gharbiyya,مركز جهينة الغربية,guhayna-al-gharbiyya-eg2611,26.689,31.471,Suhag,سوهاج
Nazza El-Hager,نزة الحاجر,26.695,31.466,Guhayna Al-Gharbiyya,مركز جهينة الغربية,guhayna-al-gharbiyya-eg2611,26.689,31.471,Suhag,سوهاج
Nazza El-Mahzamein,نزة المحزمين,26.717,31.459,Guhayna Al-Gharbiyya,مركز جهينة الغربية,guhayna-al-gharbiyya-eg2611,26.689,31.471,Suhag,سوهاج
Nazlet El-Qadi,نزلة القاضى,26.763,31.404,Tahta,مركز طهطا,tahta-eg2614,26.785,31.42,Suhag,سوهاج
Nazlet Bakhoum,نزلة باخوم,27.034,31.365,Sahil Silim,مركز ساحل سليم,sahil-silim-eg2507,27.093,31.349,Assiut,أسيوط
Nazlet Obeid,نزلة عبيد,28.178,30.76,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
Nazlet Abu Seleim,نزلة أبو سليم,29.095,31.128,Bani Swayf,مركز بنى سويف,bani-swayf-eg2202,29.098,31.042,Beni Suef,بنى سويف
Nazlet Ahmed Younes,نزلةأحمديونس,28.598,30.743,Markz Maghagha,مركز مغاغة,markz-maghagha-eg2410,28.641,30.794,Menia,المنيا
Nazlet Asmant,نزلةأسمنت,27.899,30.718,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,Menia,المنيا
Nazlet Aqfahas,نزلةأقفهص,28.786,30.846,Al Fashn,مركز الفشن,al-fashn-eg2204,28.809,30.827,Beni Suef,بنى سويف
Nazlet El-Ashtar,نزلة الأشطر,29.939,31.205,Giza,مركز الجيزة,giza-eg2109,29.943,31.213,Giza,الجيزة
Nazlet El-Badraman,نزلة البدرمان,27.678,30.752,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,Menia,المنيا
Nazlet El-Barqi,نزلة البرقي,28.755,30.822,Al Fashn,مركز الفشن,al-fashn-eg2204,28.809,30.827,Beni Suef,بنى سويف
Nazlet El-Batran,نزلة البطران,29.973,31.157,Al-Ahram,قسم الأهرام,al-ahram-eg2106,29.99,31.136,Giza,الجيزة
Nazlet El-Guneidi,نزلة الجنيدي,29.252,31.193,Al Wasta,مركز الواسطى,al-wasta-eg2205,29.324,31.17,Beni Suef,بنى سويف
Nazlet El-Horeishy,نزلة الحريشي,29.338,30.783,Fayyum,مركز الفيوم,fayyum-eg2302,29.3,30.955,Fayoum,الفيوم
Nazlet El-Hasayba,نزلة الحسايبة,27.63,30.845,Markz Dir Mawas,مركز دير مواس,markz-dir-mawas-eg2407,27.655,30.79,Menia,المنيا
Nazlet El-Daleel,نزلة الدليل,28.481,30.828,Markz Bani Mazar,مركز بنى مزار,markz-bani-mazar-eg2406,28.518,30.731,Menia,المنيا
Nazlet El-Doweik,نزلة الدويك,26.812,31.358,Tama,مركز طما,tama-eg2613,26.874,31.422,Suhag,سوهاج
Nazlet El-Deeb,نزلة الديب,28.921,30.89,Sumusta,مركز سمسطا,sumusta-eg2208,28.951,30.866,Beni Suef,بنى سويف
Nazlet El-Zawya,نزلة الزاوية,28.896,30.88,Biba,مركز ببا,biba-eg2207,28.951,30.967,Beni Suef,بنى سويف
Nazlet El-Sarw,نزلة السرو,27.883,30.824,Markz Abu Qurqas,مركز ابو قرقاص,markz-abu-qurqas-eg2404,27.939,30.77,Menia,المنيا
Nazlet El-Saadna,نزلة السعادنة,29.167,31.012,Bani Swayf,مركز بنى سويف,bani-swayf-eg2202,29.098,31.042,Beni Suef,بنى سويف
Nazlet El-Samman,نزلة السمان,29.971,31.144,Al-Ahram,قسم الأهرام,al-ahram-eg2106,29.99,31.136,Giza,الجيزة
Nazlet El-Sherif,نزلة الشريف,28.983,30.966,Biba,مركز ببا,biba-eg2207,28.951,30.967,Beni Suef,بنى سويف
Nazlet El-Shobak,نزلة الشوبك,29.771,31.276,Badrashain,مركز البدرشين,badrashain-eg2110,29.824,31.258,Giza,الجيزة
Nazlet El-Sheikh Shahata,نزلة الشيخشحاتة,27.044,31.349,Sahil Silim,مركز ساحل سليم,sahil-silim-eg2507,27.093,31.349,Assiut,أسيوط
Nazlet El-Aarein,نزلة العارين,30.774,31.749,Abu Kabir,مركز أبوكبير,abu-kabir-eg1305,30.733,31.69,Sharkia,الشرقية
Nazlet El-Aamoudein,نزلة العامودين,28.225,30.689,Markz Samalut,مركز سمالوط,markz-samalut-eg2408,28.285,30.629,Menia,المنيا
Nazlet El-Aarein Qibli,نزلة العرينقبلي,27.75,30.747,Markz Mallawi,مركز ملوى,markz-mallawi-eg2412,27.775,30.801,Menia,المنيا
Nazlet El-Assara,نزلة العصارة,27.205,31.198,Alfath,مركز الفتح,alfath-eg2513,27.218,31.212,Assiut,أسيوط
Nazlet El-Awamer,نزلة العوامر,27.564,30.839,Dayrut,مركز ديروط,dayrut-eg2510,27.537,30.782,Assiut,أسيوط
Nazlet El-Fallaheen,نزلة الفلاحين,28.17,30.699,Markz Al Minya,مركز المنيا,markz-al-minya-eg2402,28.101,30.641,Menia,المنيا
