neighborhood_en,neighborhood_ar,lat,lon,district_id,district_en,district_ar,governorate_en,governorate_ar
Mit Raheena,ميترهينة,29.852,31.249,badrashain-eg2110,Badrashain,مركز البدرشين,Giza,الجيزة
Mit Zafer,ميتزافر,30.647,31.495,zaqaziq-eg1303,Zaqaziq,مركز الزقازيق,Sharkia,الشرقية
Mit Zanqar,ميتزنقر,31.166,31.404,talkha-eg1211,Talkha,مركز طلخا,Dakahlia,الدقهلية
Mit Serag,ميتسراج,30.528,31.081,quwisna-eg1708,Quwisna,مركز قويسنا,Menoufia,المنوفية
Mit Saadan,ميت سعدان,31.085,31.633,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Mit Soheil,ميتسهيل,30.43,31.409,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Mit Sharaf,ميت شرف,31.079,31.624,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Mit Sherif,ميتشريف,31.171,31.869,manzala-eg1207,Manzala,مركز المنزلة,Dakahlia,الدقهلية
Mit Sherif,ميتشريف,30.977,30.844,basyun-eg1608,Basyun,مركز بسيون,Gharbia,الغربية
Mit Shamas,ميتشماس,29.935,31.255,giza-eg2109,Giza,مركز الجيزة,Giza,الجيزة
Mit Dhafer,ميتضافر,31.078,31.556,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Mit Aasem,ميتعاصم,31.123,31.708,minya-al-nasr-eg1214,Minya Al-Nasr,مركز منية النصر,Dakahlia,الدقهلية
Mit Aasem,ميتعاصم,30.433,31.19,banha-eg1402,Banha,مركز بنها,Kalyoubia,القليوبية
Mit Afiya,ميتعافية,30.604,31.058,shibin-al-kum-eg1702,Shibin al-Kum,مركز شبين الكوم,Menoufia,المنوفية
Mit Adlan,ميتعدلان,31.017,31.61,bany-abeed-eg1218,Bany Abeed,مركز بنى عبيد,Dakahlia,الدقهلية
Mit Azzoun,ميتعزون,31.029,31.517,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Afif,ميتعفيف,30.39,31.099,al-bagur-eg1704,Al-Bagur,مركز الباجور,Menoufia,المنوفية
Mit Aqaba,ميتعقبة,30.059,31.195,al-aguza-eg2102,Al-Aguza,قسم العجوزة,Giza,الجيزة
Mit Ali,ميت علي,30.999,31.487,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Antar,ميتعنتر,31.086,31.405,talkha-eg1211,Talkha,مركز طلخا,Dakahlia,الدقهلية
Mit Awam,ميتعوام,31.016,31.491,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Eiyad,ميت عياد,31.077,31.26,nebro-eg1221,Nebro,مركز نبروة,Dakahlia,الدقهلية
Mit Ghorab,ميت غراب,30.895,31.407,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
Mit Ghareeta,ميتغريطة,30.933,31.493,sinbillawin-eg1205,Sinbillawin,مركز السنبلاوين,Dakahlia,الدقهلية
Mit Ghazal,ميتغز ال,30.729,31.048,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
Mit Fares,ميت فارس,30.635,31.033,birkat-al-sab-eg1706,Birkat Al-Sab,مركز بركة السبع,Menoufia,المنوفية
Mit Fadala,ميتفض الة,30.868,31.327,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Mit Qadous,ميتقادوس,29.922,31.215,giza-eg2109,Giza,مركز الجيزة,Giza,الجيزة
Mit Kardak,ميتكردك,30.071,31.211,imbaba-eg2101,Imbaba,قسم امبابه,Giza,الجيزة
Mit Kinana wa Kafr Shoman,ميتكنانةوكفرشومان,30.382,31.26,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
Mit Lowza,ميتلوزة,30.983,31.561,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Mohsen,ميتمحسن,30.748,31.282,mit-ghamr-eg1213,Mit Ghamr,مركز ميت غمر,Dakahlia,الدقهلية
Mit Mahmoud,ميتمحمود,31.017,31.591,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Marg Salseil,ميتمرجاسلسيل,31.217,31.828,gamaliyya-eg1215,Gamaliyya,مركز الجمالية,Dakahlia,الدقهلية
Mit Mazah,ميتمزاح,31.084,31.443,el-mansora-eg1203,El Mansora,مركز المنصورة,Dakahlia,الدقهلية
Mit Masoud,ميت مسعود,30.843,31.3,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Mit Masoud,ميت مسعود,30.525,31.051,shibin-al-kum-eg1702,Shibin al-Kum,مركز شبين الكوم,Menoufia,المنوفية
Mit Maaned,ميتمعاند,30.854,31.298,aga-eg1204,Aga,مركز أجا,Dakahlia,الدقهلية
Mit Maala,ميتمعلا,30.392,31.407,bilbis-eg1308,Bilbis,مركز بلبيس,Sharkia,الشرقية
Mit Mousa,ميتموسي,30.622,31.015,shibin-al-kum-eg1702,Shibin al-Kum,مركز شبين الكوم,Menoufia,المنوفية
Mit Meimoun,ميتميمون,30.79,31.146,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
Mit Nabt,ميتنابت,31.03,31.326,talkha-eg1211,Talkha,مركز طلخا,Dakahlia,الدقهلية
Mit Nagi,ميتناجي,30.674,31.292,mit-ghamr-eg1213,Mit Ghamr,مركز ميت غمر,Dakahlia,الدقهلية
Mit Nama,ميتنما,30.142,31.234,qalyub-eg1410,Qalyub,مركز قليوب,Kalyoubia,القليوبية
Mit Yazeed,ميتيزيد,30.51,31.338,minya-al-qamh-eg1314,Minya al-Qamh,مركز منيا القمح,Sharkia,الشرقية
Mit Yazeed,ميتيزيد,30.862,31.134,santa-eg1604,Santa,مركز السنطة,Gharbia,الغربية
Mit Yazeed,ميتيزيد,30.812,30.717,kum-hamada-eg1813,Kum Hamada,مركز كوم حمادة,Behera,البحيرة
Mit Yaeesh wa Kofourha,ميتيعيشوكفورها,30.615,31.339,mit-ghamr-eg1213,Mit Ghamr,مركز ميت غمر,Dakahlia,الدقهلية
Meidan El-Saa,ميدان الساعة,30.786,31.011,tanta-1-eg1601,Tanta 1,قسم أول طنطا,Gharbia,الغربية
Meidum,ميدوم,29.355,31.177,al-wasta-eg2205,Al Wasta,مركز الواسطى,Beni Suef,بنى سويف
Meir,مير,27.436,30.758,al-qusia-eg2509,Al-Qusia,مركز القوصية,Assiut,أسيوط
Min - Hogmin,مين - هوجمين,29.438,31.063,tamya-eg2306,Tamya,مركز طامية,Fayoum,الفيوم
Mina Damietta El-Gadeed,ميناء دمياط الجديد,31.466,31.778,police-department-port-of-damietta-eg1108,Police Department Port of Damietta,إداره شرطه ميناء دمياط الجديد,Damietta,دمياط
Nader,نادر,30.536,30.859,al-shuhada-eg1705,Al-Shuhada,مركز الشهداء,Menoufia,المنوفية
Nadi El-Sekka El-Hadeed,نادي السكة الحديد,30.04,31.317,madinat-nasr-2-eg0127,Madinat Nasr-2,قسم ثانمدينةنصر,Cairo,القاهرة
Nasser,ناصر,31.075,31.64,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Nasser,ناصر,30.966,31.166,el-mahalla-el-kobra-1-eg1605,El Mahalla El Kobra 1,قسم أول المحلة الكبرى,Gharbia,الغربية
Nasser,ناصر,26.533,31.706,suhag-2-eg2602,Suhag-2,قسم ثان سوهاج,Suhag,سوهاج
Nasser El-Thawra,ناصر الثورة,25.337,30.344,al-kharga-oasis-eg3201,Al-Kharga Oasis,مركز الواحات الخارجة,New Valley,الوادى الجديد
Natoura,ناطورة,30.805,31.664,kafr-saqr-eg1313,Kafr Saqr,مركز كفر صقر,Sharkia,الشرقية
Namoul,نامول,30.309,31.233,tukh-eg1408,Tukh,مركز طوخ,Kalyoubia,القليوبية
Nahya,ناهيا,30.053,31.139,kardasa-eg2120,Kardasa,مركز كرداسة,Giza,الجيزة
Nay,ناي,30.204,31.254,qalyub-eg1410,Qalyub,مركز قليوب,Kalyoubia,القليوبية
Nabteit,نبتيت,30.383,31.362,mashtul-al-suq-eg1316,Mashtul Al-Suq,مركز مشتول السوق,Sharkia,الشرقية
Nabil El-Waqqad,نبيل الوقاد,30.499,30.671,badr-eg1818,Badr,مركز بدر,Behera,البحيرة
Natma,نتما,30.755,30.773,kum-hamada-eg1813,Kum Hamada,مركز كوم حمادة,Behera,البحيرة
Nagrig,نجريج,30.98,30.87,basyun-eg1608,Basyun,مركز بسيون,Gharbia,الغربية
Nag' El-Sheikh Ahmed Nour El-Din,نجع الشيخ احمد نورالدين,26.055,32.296,nag-hammadi-eg2708,Nag Hammadi,مركز نجع حمادى,Qena,قنا
Nag' El-Hag Salam,نجع الحاجسلام,26.053,32.114,farshut-eg2710,Farshut,مركز فرشوط,Qena,قنا
Nag' El-Sheikh Ali,نجع الشيخ علي,26.136,32.386,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Nag' El-Eisawiya,نجع العيساوية,27.232,31.059,assuit-eg2503,Assuit,مركز أسيوط,Assiut,أسيوط
Nag' El-Ghabashi,نجع الغباشي,26.328,31.841,girga-eg2610,Girga,مركز جرجا,Suhag,سوهاج
Nag' El-Naggar,نجع النجار,26.585,31.649,suhag-eg2603,Suhag,مركز سوهاج,Suhag,سوهاج
Nag' Bardis,نجعبرديس,26.297,31.97,al-balyana-eg2605,Al-Balyana,مركز البلينا,Suhag,سوهاج
Nag' Tamam,نجعتمام,26.611,31.618,suhag-eg2603,Suhag,مركز سوهاج,Suhag,سوهاج
Nag' Geziret Faw,نجعجزيرةفاو,26.909,31.488,al-badari-eg2506,Al- Badari,مركز البدارى,Assiut,أسيوط
Nag' Hamad,نجعحمد,26.818,31.471,tahta-eg2614,Tahta,مركز طهطا,Suhag,سوهاج
Nag' Khodeir,نجعخضير,27.477,30.731,dayrut-eg2510,Dayrut,مركز ديروط,Assiut,أسيوط
Nag' Zoreiq,نجعزريق,26.981,31.437,al-badari-eg2506,Al- Badari,مركز البدارى,Assiut,أسيوط
Nag' Sabaa,نجعسبع,27.252,31.063,assuit-eg2503,Assuit,مركز أسيوط,Assiut,أسيوط
Nag' Saeed,نجعسعيد,26.132,32.37,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Nag' Taye',نجعطايع,26.659,31.622,al-maragha-eg2606,Al-Maragha,مركز المراغة,Suhag,سوهاج
Nag' Abd El-Rasoul Abu Hasouba,نجععبد الرسولأبوحسوبة,27.26,31.083,assuit-eg2503,Assuit,مركز أسيوط,Assiut,أسيوط
Nag' Azzouz,نجععزوز,26.127,32.357,dishna-eg2706,Dishna,مركز دشنا,Qena,قنا
Nag' Mazen Gharb,نجعمازنغرب,26.244,31.924,al-balyana-eg2605,Al-Balyana,مركز البلينا,Suhag,سوهاج
Nag' Markab,نجعمركب,27.694,30.789,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Nogou' El-Sawamaa Gharb,نجوع الصوامعة غرب,26.758,31.535,tahta-eg2614,Tahta,مركز طهطا,Suhag,سوهاج
Nogou' El-Rayayna,نجوع الرياينة,26.701,31.672,saqulta-eg2612,Saqulta,مركز ساقلته,Suhag,سوهاج
Nogou' El-Sadadra,نجوع السدادرة,26.923,31.385,sidfa-eg2511,Sidfa,مركز صدفا,Assiut,أسيوط
Nogou' El-Shatb,نجوع الشطب,24.459,32.931,daraw-eg2806,Daraw,مركز دراو,Aswan,أسوان
Nogou' El-Sawamaa Sharq,نجوع الصوامعة شرق,26.649,31.733,akhmim-eg2604,Akhmim,مركز أخميم,Suhag,سوهاج
Nogou' El-Arab,نجوع العرب,29.636,31.329,saf-eg2111,Saf,مركز الصف,Giza,الجيزة
Nogou' El-Maadi,نجوع المعادي,26.893,31.491,al-badari-eg2506,Al- Badari,مركز البدارى,Assiut,أسيوط
Nogou' Beni Hussein,نجوعبنيحسين,27.245,31.051,assuit-eg2503,Assuit,مركز أسيوط,Assiut,أسيوط
Nogou' Beni Wasel,نجوعبنيواصل,26.686,31.684,saqulta-eg2612,Saqulta,مركز ساقلته,Suhag,سوهاج
Nogou' Mazen Sharq,نجوعمازنشرق,26.304,32.024,dar-al-salam-eg2608,Dar al-Salam,مركز دار السلام,Suhag,سوهاج
Nogoum,نجوم,30.773,31.565,kafr-saqr-eg1313,Kafr Saqr,مركز كفر صقر,Sharkia,الشرقية
Nageer wa Mit Sheddad,نجيروميتشداد,31.143,31.565,dikirnis-eg1209,Dikirnis,مركز دكرنس,Dakahlia,الدقهلية
Nageela,نجيلة,30.991,32.823,rummana-eg3410,Rummana,قسم رمانة,North Sinai,شمال سيناء
Nahw Abandar,نحوعبندار,26.347,31.817,girga-eg2610,Girga,مركز جرجا,Suhag,سوهاج
Nadeeba,نديبة,30.98,30.397,damanhur-eg1802,Damanhur,مركز دمنهور,Behera,البحيرة
Nazaly Ganoub,نز اليجانوب,27.42,30.854,al-qusia-eg2509,Al-Qusia,مركز القوصية,Assiut,أسيوط
Nazaly Taha,نز اليطحا,28.216,30.697,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Nazza,نزة,26.707,31.485,guhayna-al-gharbiyya-eg2611,Guhayna Al-Gharbiyya,مركز جهينة الغربية,Suhag,سوهاج
Nazza El-Hager,نزة الحاجر,26.695,31.466,guhayna-al-gharbiyya-eg2611,Guhayna Al-Gharbiyya,مركز جهينة الغربية,Suhag,سوهاج
Nazza El-Mahzamein,نزة المحزمين,26.717,31.459,guhayna-al-gharbiyya-eg2611,Guhayna Al-Gharbiyya,مركز جهينة الغربية,Suhag,سوهاج
Nazlet El-Qadi,نزلة القاضى,26.763,31.404,tahta-eg2614,Tahta,مركز طهطا,Suhag,سوهاج
Nazlet Bakhoum,نزلة باخوم,27.034,31.365,sahil-silim-eg2507,Sahil Silim,مركز ساحل سليم,Assiut,أسيوط
Nazlet Obeid,نزلة عبيد,28.178,30.76,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
Nazlet Abu Seleim,نزلة أبو سليم,29.095,31.128,bani-swayf-eg2202,Bani Swayf,مركز بنى سويف,Beni Suef,بنى سويف
Nazlet Ahmed Younes,نزلةأحمديونس,28.598,30.743,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Nazlet Asmant,نزلةأسمنت,27.899,30.718,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Nazlet Aqfahas,نزلةأقفهص,28.786,30.846,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Nazlet El-Ashtar,نزلة الأشطر,29.939,31.205,giza-eg2109,Giza,مركز الجيزة,Giza,الجيزة
Nazlet El-Badraman,نزلة البدرمان,27.678,30.752,markz-dir-mawas-eg2407,Markz Dir Mawas,مركز دير مواس,Menia,المنيا
Nazlet El-Barqi,نزلة البرقي,28.755,30.822,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Nazlet El-Batran,نزلة البطران,29.973,31.157,al-ahram-eg2106,Al-Ahram,قسم الأهرام,Giza,الجيزة
Nazlet El-Guneidi,نزلة الجنيدي,29.252,31.193,al-wasta-eg2205,Al Wasta,مركز الواسطى,Beni Suef,بنى سويف
Nazlet El-Horeishy,نزلة الحريشي,29.338,30.783,fayyum-eg2302,Fayyum,مركز الفيوم,Fayoum,الفيوم
Nazlet El-Hasayba,نزلة الحسايبة,27.63,30.845,markz-dir-mawas-eg2407,Markz Dir Mawas,مركز دير مواس,Menia,المنيا
Nazlet El-Daleel,نزلة الدليل,28.481,30.828,markz-bani-mazar-eg2406,Markz Bani Mazar,مركز بنى مزار,Menia,المنيا
Nazlet El-Doweik,نزلة الدويك,26.812,31.358,tama-eg2613,Tama,مركز طما,Suhag,سوهاج
Nazlet El-Deeb,نزلة الديب,28.921,30.89,sumusta-eg2208,Sumusta,مركز سمسطا,Beni Suef,بنى سويف
Nazlet El-Zawya,نزلة الزاوية,28.896,30.88,biba-eg2207,Biba,مركز ببا,Beni Suef,بنى سويف
Nazlet El-Sarw,نزلة السرو,27.883,30.824,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Nazlet El-Saadna,نزلة السعادنة,29.167,31.012,bani-swayf-eg2202,Bani Swayf,مركز بنى سويف,Beni Suef,بنى سويف
Nazlet El-Samman,نزلة السمان,29.971,31.144,al-ahram-eg2106,Al-Ahram,قسم الأهرام,Giza,الجيزة
Nazlet El-Sherif,نزلة الشريف,28.983,30.966,biba-eg2207,Biba,مركز ببا,Beni Suef,بنى سويف
Nazlet El-Shobak,نزلة الشوبك,29.771,31.276,badrashain-eg2110,Badrashain,مركز البدرشين,Giza,الجيزة
Nazlet El-Sheikh Shahata,نزلة الشيخشحاتة,27.044,31.349,sahil-silim-eg2507,Sahil Silim,مركز ساحل سليم,Assiut,أسيوط
Nazlet El-Aarein,نزلة العارين,30.774,31.749,abu-kabir-eg1305,Abu Kabir,مركز أبوكبير,Sharkia,الشرقية
Nazlet El-Aamoudein,نزلة العامودين,28.225,30.689,markz-samalut-eg2408,Markz Samalut,مركز سمالوط,Menia,المنيا
Nazlet El-Aarein Qibli,نزلة العرينقبلي,27.75,30.747,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Nazlet El-Assara,نزلة العصارة,27.205,31.198,alfath-eg2513,Alfath,مركز الفتح,Assiut,أسيوط
Nazlet El-Awamer,نزلة العوامر,27.564,30.839,dayrut-eg2510,Dayrut,مركز ديروط,Assiut,أسيوط
Nazlet El-Fallaheen,نزلة الفلاحين,28.17,30.699,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
Nazlet El-Qadadeeh,نزلة القداديح,27.307,31.142,abnub-eg2504,Abnub,مركز أبنوب,Assiut,أسيوط
Nazlet El-Qadeem,نزلة القديم,26.922,31.355,al-ghanayem-eg2508,Al-Ghanayem,مركز الغنايم,Assiut,أسيوط
Nazlet El-Masharqa,نزلة المشارقة,29.054,30.976,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Nazlet El-Malek,نزلة الملك,27.052,31.35,sahil-silim-eg2507,Sahil Silim,مركز ساحل سليم,Assiut,أسيوط
Nazlet El-Mamaleek,نزلة المم اليك,29.141,30.925,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Nazlet Awlad El-Sheikh,نزلة أولاد الشيخ,28.422,30.737,markz-matay-eg2409,Markz Matay,مركز مطاى,Menia,المنيا
Nazlet Awlad El-Sheikh,نزلة أولاد الشيخ,28.68,30.887,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Nazlet Awlad Goweid,نزلةأولادجويد,27.948,30.796,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Nazlet Awlad Mohamed,نزلة أولاد محمد,26.908,31.325,al-ghanayem-eg2508,Al-Ghanayem,مركز الغنايم,Assiut,أسيوط
Nazlet Awlad Morgan,نزلةأولادمرجان,27.652,30.749,markz-dir-mawas-eg2407,Markz Dir Mawas,مركز دير مواس,Menia,المنيا
Nazlet Baqour,نزلةباقور,27.093,31.304,abu-tig-eg2505,Abu Tig,مركز أبوتيج,Assiut,أسيوط
Nazlet Badawi,نزلةبدوي,27.534,30.816,dayrut-eg2510,Dayrut,مركز ديروط,Assiut,أسيوط
Nazlet Bashir,نزلةبشير,29.331,30.788,fayyum-eg2302,Fayyum,مركز الفيوم,Fayoum,الفيوم
Nazlet Balhasa,نزلةبلهاسة,28.665,30.812,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Nazlet Beni Khalaf,نزلةبنيخلف,28.633,30.741,markz-maghagha-eg2410,Markz Maghagha,مركز مغاغة,Menia,المنيا
Nazlet Bahgat,نزلةبهجت,30.028,31.183,bulaq-al-dakrur-eg2105,Bulaq Al-DakrUr,قسم بولاق الدكرور,Giza,الجيزة
Nazlet Targam,نزلةترجم,29.343,31.263,atfeh-eg2115,Atfeh,مركز أطفيح,Giza,الجيزة
Nazlet Tanda,نزلةتندة,27.663,30.77,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Nazlet Touna,نزلةتونة,27.799,30.737,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Nazlet Gereis,نزلةجريس,27.898,30.758,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Nazlet Harz,نزلةحرز,27.86,30.761,markz-abu-qurqas-eg2404,Markz Abu Qurqas,مركز ابو قرقاص,Menia,المنيا
Nazlet Hussein Ali,نزلة حسين علي,28.128,30.763,markz-al-minya-eg2402,Markz Al Minya,مركز المنيا,Menia,المنيا
Nazlet Hamzawi,نزلةحمزاوي,27.85,30.821,markz-mallawi-eg2412,Markz Mallawi,مركز ملوى,Menia,المنيا
Nazlet Hanna Hanna,نزلةحناحنا,28.859,30.903,al-fashn-eg2204,Al Fashn,مركز الفشن,Beni Suef,بنى سويف
Nazlet Khalaf,نزلةخلف,30.022,31.186,bulaq-al-dakrur-eg2105,Bulaq Al-DakrUr,قسم بولاق الدكرور,Giza,الجيزة
Nazlet Khalaf,نزلةخلف,29.049,30.891,ahnasya-eg2206,Ahnasya,مركز أهناسيا,Beni Suef,بنى سويف
Nazlet Khalaf,نزلةخلف,28.489,30.727,markz-bani-mazar-eg2406,Markz Bani Mazar,مركز بنى مزار,Menia,المنيا
